ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSG00000100626	57452	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16
ENSG00000100628	51676	ASB2	ankyrin repeat and SOCS box containing 2
ENSG00000100629	145508	CEP128	centrosomal protein 128
ENSG00000100632	2079	ERH	ERH mRNA splicing and mitosis factor
ENSG00000100644	3091	HIF1A	hypoxia inducible factor 1 subunit alpha
ENSG00000100647	9766	SUSD6	sushi domain containing 6
ENSG00000100650	6430	SRSF5	serine and arginine rich splicing factor 5
ENSG00000100652	6554	SLC10A1	solute carrier family 10 member 1
ENSG00000100664	1983	EIF5	eukaryotic translation initiation factor 5
ENSG00000100697	23405	DICER1	dicer 1, ribonuclease III
ENSG00000100711	79038	ZFYVE21	zinc finger FYVE-type containing 21
ENSG00000100714	4522	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
ENSG00000100721	8115	TCL1A	TCL1 family AKT coactivator A
ENSG00000100722	79882	ZC3H14	zinc finger CCCH-type containing 14
ENSG00000100726	9894	TELO2	telomere maintenance 2
ENSG00000100731	22990	PCNX1	pecanex 1
ENSG00000100739	623	BDKRB1	bradykinin receptor B1
ENSG00000100744	51527	GSKIP	GSK3B interacting protein
ENSG00000100749	7443	VRK1	VRK serine/threonine kinase 1
ENSG00000100764	5700	PSMC1	proteasome 26S subunit, ATPase 1
ENSG00000100767	89932	PAPLN	papilin, proteoglycan like sulfated glycoprotein
ENSG00000100784	9252	RPS6KA5	ribosomal protein S6 kinase A5
ENSG00000100796	55671	PPP4R3A	protein phosphatase 4 regulatory subunit 3A
ENSG00000100802	60686	C14orf93	chromosome 14 open reading frame 93
ENSG00000100804	5693	PSMB5	proteasome 20S subunit beta 5
ENSG00000100811	7528	YY1	YY1 transcription factor
ENSG00000100813	22985	ACIN1	apoptotic chromatin condensation inducer 1
ENSG00000100814	57820	CCNB1IP1	cyclin B1 interacting protein 1
ENSG00000100815	9321	TRIP11	thyroid hormone receptor interactor 11
ENSG00000100823	328	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
ENSG00000100836	8106	PABPN1	poly(A) binding protein nuclear 1
ENSG00000100842	10278	EFS	embryonal Fyn-associated substrate
ENSG00000100852	394	ARHGAP5	Rho GTPase activating protein 5
ENSG00000100865	51550	CINP	cyclin dependent kinase 2 interacting protein
ENSG00000100867	10202	DHRS2	dehydrogenase/reductase 2
ENSG00000100883	6729	SRP54	signal recognition particle 54
ENSG00000100888	57680	CHD8	chromodomain helicase DNA binding protein 8
ENSG00000100889	5106	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial
ENSG00000100890	9692	PRORP	protein only RNase P catalytic subunit
ENSG00000100897	80344	DCAF11	DDB1 and CUL4 associated factor 11
ENSG00000100902	5687	PSMA6	proteasome 20S subunit alpha 6
ENSG00000100906	4792	NFKBIA	NFKB inhibitor alpha
ENSG00000100908	51016	EMC9	ER membrane protein complex subunit 9
ENSG00000100911	5721	PSME2	proteasome activator subunit 2
ENSG00000100916	84312	BRMS1L	BRMS1 like transcriptional repressor
ENSG00000100918	9985	REC8	REC8 meiotic recombination protein
ENSG00000100926	10548	TM9SF1	transmembrane 9 superfamily member 1
ENSG00000100934	10484	SEC23A	SEC23 homolog A, COPII coat complex component
ENSG00000100938	51292	GMPR2	guanosine monophosphate reductase 2
ENSG00000100941	5411	PNN	pinin, desmosome associated protein
ENSG00000100949	5875	RABGGTA	Rab geranylgeranyltransferase subunit alpha
ENSG00000100968	4776	NFATC4	nuclear factor of activated T cells 4
ENSG00000100979	5360	PLTP	phospholipid transfer protein
ENSG00000100982	63935	PCIF1	phosphorylated CTD interacting factor 1
ENSG00000100983	2937	GSS	glutathione synthetase
ENSG00000100985	4318	MMP9	matrix metallopeptidase 9
ENSG00000100991	26133	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein
ENSG00000100994	5834	PYGB	glycogen phosphorylase B
ENSG00000100997	26090	ABHD12	abhydrolase domain containing 12, lysophospholipase
ENSG00000101000	10544	PROCR	protein C receptor
ENSG00000101003	9837	GINS1	GINS complex subunit 1
ENSG00000101004	22981	NINL	ninein like
ENSG00000101017	958	CD40	CD40 molecule
ENSG00000101019	55245	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1
ENSG00000101040	23613	ZMYND8	zinc finger MYND-type containing 8
ENSG00000101049	10110	SGK2	serum/glucocorticoid regulated kinase 2
ENSG00000101052	51098	IFT52	intraflagellar transport 52
ENSG00000101057	4605	MYBL2	MYB proto-oncogene like 2
ENSG00000101076	3172	HNF4A	hepatocyte nuclear factor 4 alpha
ENSG00000101079	57446	NDRG3	NDRG family member 3
ENSG00000101082	84174	SLA2	Src like adaptor 2
ENSG00000101084	55969	RAB5IF	RAB5 interacting factor
ENSG00000101096	4773	NFATC2	nuclear factor of activated T cells 2
ENSG00000101104	80336	PABPC1L	poly(A) binding protein cytoplasmic 1 like
ENSG00000101109	6789	STK4	serine/threonine kinase 4
ENSG00000101115	57167	SALL4	spalt like transcription factor 4
ENSG00000101126	23394	ADNP	activity dependent neuroprotector homeobox
ENSG00000101132	5203	PFDN4	prefoldin subunit 4
ENSG00000101138	1477	CSTF1	cleavage stimulation factor subunit 1
ENSG00000101144	655	BMP7	bone morphogenetic protein 7
ENSG00000101146	8480	RAE1	ribonucleic acid export 1
ENSG00000101150	7165	TPD52L2	TPD52 like 2
ENSG00000101152	80331	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5
ENSG00000101158	51497	NELFCD	negative elongation factor complex member C/D
ENSG00000101160	1522	CTSZ	cathepsin Z
ENSG00000101161	24148	PRPF6	pre-mRNA processing factor 6
ENSG00000101162	81027	TUBB1	tubulin beta 1 class VI
ENSG00000101166	51012	PRELID3B	PRELI domain containing 3B
ENSG00000101181	26164	MTG2	mitochondrial ribosome associated GTPase 2
ENSG00000101182	5688	PSMA7	proteasome 20S subunit alpha 7
ENSG00000101187	28231	SLCO4A1	solute carrier organic anion transporter family member 4A1
ENSG00000101189	55257	MRGBP	MRG domain binding protein
ENSG00000101190	10732	TCFL5	transcription factor like 5
ENSG00000101191	11083	DIDO1	death inducer-obliterator 1
ENSG00000101193	54994	GID8	GID complex subunit 8 homolog
ENSG00000101194	63910	SLC17A9	solute carrier family 17 member 9
ENSG00000101199	55738	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
ENSG00000101203	57642	COL20A1	collagen type XX alpha 1 chain
ENSG00000101210	1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
ENSG00000101213	5753	PTK6	protein tyrosine kinase 6
ENSG00000101216	26205	GMEB2	glucocorticoid modulatory element binding protein 2
ENSG00000101220	54976	C20orf27	chromosome 20 open reading frame 27
ENSG00000101222	25876	SPEF1	sperm flagellar 1
ENSG00000101224	994	CDC25B	cell division cycle 25B
ENSG00000101236	11237	RNF24	ring finger protein 24
ENSG00000101246	10139	ARFRP1	ADP ribosylation factor related protein 1
ENSG00000101247	79133	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5
ENSG00000101255	57761	TRIB3	tribbles pseudokinase 3
ENSG00000101265	9770	RASSF2	Ras association domain family member 2
ENSG00000101266	1457	CSNK2A1	casein kinase 2 alpha 1
ENSG00000101276	113278	SLC52A3	solute carrier family 52 member 3
ENSG00000101280	51378	ANGPT4	angiopoietin 4
ENSG00000101290	8760	CDS2	CDP-diacylglycerol synthase 2
ENSG00000101294	81502	HM13	histocompatibility minor 13
ENSG00000101298	9751	SNPH	syntaphilin
ENSG00000101307	10326	SIRPB1	signal regulatory protein beta 1
ENSG00000101310	10483	SEC23B	SEC23 homolog B, COPII coat complex component
ENSG00000101311	55612	FERMT1	FERM domain containing kindlin 1
ENSG00000101333	5332	PLCB4	phospholipase C beta 4
ENSG00000101335	10398	MYL9	myosin light chain 9
ENSG00000101336	3055	HCK	HCK proto-oncogene, Src family tyrosine kinase
ENSG00000101337	9777	TM9SF4	transmembrane 9 superfamily member 4
ENSG00000101342	140711	TLDC2	TBC/LysM-associated domain containing 2
ENSG00000101343	51340	CRNKL1	crooked neck pre-mRNA splicing factor 1
ENSG00000101346	23509	POFUT1	protein O-fucosyltransferase 1
ENSG00000101347	25939	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
ENSG00000101350	9371	KIF3B	kinesin family member 3B
ENSG00000101353	140699	MROH8	maestro heat like repeat family member 8
ENSG00000101361	10528	NOP56	NOP56 ribonucleoprotein
ENSG00000101363	63905	MANBAL	mannosidase beta like
ENSG00000101365	3420	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta
ENSG00000101367	22919	MAPRE1	microtubule associated protein RP/EB family member 1
ENSG00000101384	182	JAG1	jagged canonical Notch ligand 1
ENSG00000101391	51654	CDK5RAP1	CDK5 regulatory subunit associated protein 1
ENSG00000101400	6640	SNTA1	syntrophin alpha 1
ENSG00000101407	9675	TTI1	TELO2 interacting protein 1
ENSG00000101412	1869	E2F1	E2F transcription factor 1
ENSG00000101413	58490	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B
ENSG00000101417	11264	PXMP4	peroxisomal membrane protein 4
ENSG00000101421	128866	CHMP4B	charged multivesicular body protein 4B
ENSG00000101425	671	BPI	bactericidal permeability increasing protein
ENSG00000101439	1471	CST3	cystatin C
ENSG00000101442	79913	ACTR5	actin related protein 5
ENSG00000101443	10406	WFDC2	WAP four-disulfide core domain 2
ENSG00000101444	191	AHCY	adenosylhomocysteinase
ENSG00000101445	26051	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
ENSG00000101447	81610	FAM83D	family with sequence similarity 83 member D
ENSG00000101448	57119	EPPIN	epididymal peptidase inhibitor
ENSG00000101452	60625	DHX35	DEAH-box helicase 35
ENSG00000101457	116092	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
ENSG00000101460	84557	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
ENSG00000101464	128869	PIGU	phosphatidylinositol glycan anchor biosynthesis class U
ENSG00000101473	10005	ACOT8	acyl-CoA thioesterase 8
ENSG00000101474	57136	APMAP	adipocyte plasma membrane associated protein
ENSG00000101489	56853	CELF4	CUGBP Elav-like family member 4
ENSG00000101493	9658	ZNF516	zinc finger protein 516
ENSG00000101544	22850	ADNP2	ADNP homeobox 2
ENSG00000101546	79863	RBFA	ribosome binding factor A
ENSG00000101557	9097	USP14	ubiquitin specific peptidase 14
ENSG00000101558	9218	VAPA	VAMP associated protein A
ENSG00000101574	64863	METTL4	methyltransferase 4, N6-adenosine
ENSG00000101577	9663	LPIN2	lipin 2
ENSG00000101596	23347	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
ENSG00000101605	8736	MYOM1	myomesin 1
ENSG00000101608	10627	MYL12A	myosin light chain 12A
ENSG00000101624	79959	CEP76	centrosomal protein 76
ENSG00000101638	29906	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
ENSG00000101639	55125	CEP192	centrosomal protein 192
ENSG00000101654	8731	RNMT	RNA guanine-7 methyltransferase
ENSG00000101665	4092	SMAD7	SMAD family member 7
ENSG00000101670	9388	LIPG	lipase G, endothelial type
ENSG00000101680	284217	LAMA1	laminin subunit alpha 1
ENSG00000101695	54941	RNF125	ring finger protein 125
ENSG00000101745	23253	ANKRD12	ankyrin repeat domain 12
ENSG00000101751	11201	POLI	DNA polymerase iota
ENSG00000101752	57534	MIB1	MIB E3 ubiquitin protein ligase 1
ENSG00000101773	5932	RBBP8	RB binding protein 8, endonuclease
ENSG00000101782	8780	RIOK3	RIO kinase 3
ENSG00000101811	1478	CSTF2	cleavage stimulation factor subunit 2
ENSG00000101825	25878	MXRA5	matrix remodeling associated 5
ENSG00000101842	340547	VSIG1	V-set and immunoglobulin domain containing 1
ENSG00000101843	5716	PSMD10	proteasome 26S subunit, non-ATPase 10
ENSG00000101844	115201	ATG4A	autophagy related 4A cysteine peptidase
ENSG00000101846	412	STS	steroid sulfatase
ENSG00000101849	6907	TBL1X	transducin beta like 1 X-linked
ENSG00000101850	4935	GPR143	G protein-coupled receptor 143
ENSG00000101856	10857	PGRMC1	progesterone receptor membrane component 1
ENSG00000101868	5422	POLA1	DNA polymerase alpha 1, catalytic subunit
ENSG00000101871	4281	MID1	midline 1
ENSG00000101882	79576	NKAP	NFKB activating protein
ENSG00000101888	55916	NXT2	nuclear transport factor 2 like export factor 2
ENSG00000101890	2986	GUCY2F	guanylate cyclase 2F, retinal
ENSG00000101892	23439	ATP1B4	ATPase Na+/K+ transporting family member beta 4
ENSG00000101901	79868	ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit
ENSG00000101911	5634	PRPS2	phosphoribosyl pyrophosphate synthetase 2
ENSG00000101916	51311	TLR8	toll like receptor 8
ENSG00000101928	56180	MOSPD1	motile sperm domain containing 1
ENSG00000101935	9949	AMMECR1	AMMECR nuclear protein 1
ENSG00000101940	64743	WDR13	WD repeat domain 13
ENSG00000101945	6839	SUV39H1	SUV39H1 histone lysine methyltransferase
ENSG00000101966	331	XIAP	X-linked inhibitor of apoptosis
ENSG00000101972	10735	STAG2	stromal antigen 2
ENSG00000101974	286410	ATP11C	ATPase phospholipid transporting 11C
ENSG00000101986	215	ABCD1	ATP binding cassette subfamily D member 1
ENSG00000101997	28952	CCDC22	coiled-coil domain containing 22
ENSG00000102001	778	CACNA1F	calcium voltage-gated channel subunit alpha1 F
ENSG00000102003	6855	SYP	synaptophysin
ENSG00000102007	5355	PLP2	proteolipid protein 2
ENSG00000102010	660	BMX	BMX non-receptor tyrosine kinase
ENSG00000102024	5358	PLS3	plastin 3
ENSG00000102030	8260	NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit
ENSG00000102032	5973	RENBP	renin binding protein
ENSG00000102034	2000	ELF4	E74 like ETS transcription factor 4
ENSG00000102038	6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
ENSG00000102043	55613	MTMR8	myotubularin related protein 8
ENSG00000102048	140462	ASB9	ankyrin repeat and SOCS box containing 9
ENSG00000102053	340554	ZC3H12B	zinc finger CCCH-type containing 12B
ENSG00000102054	5931	RBBP7	RB binding protein 7, chromatin remodeling factor
ENSG00000102057	3750	KCND1	potassium voltage-gated channel subfamily D member 1
ENSG00000102078	9016	SLC25A14	solute carrier family 25 member 14
ENSG00000102081	2332	FMR1	FMRP translational regulator 1
ENSG00000102096	11040	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
ENSG00000102100	7355	SLC35A2	solute carrier family 35 member A2
ENSG00000102103	10084	PQBP1	polyglutamine binding protein 1
ENSG00000102104	6247	RS1	retinoschisin 1
ENSG00000102109	27344	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor
ENSG00000102119	2010	EMD	emerin
ENSG00000102125	6901	TAFAZZIN	tafazzin, phospholipid-lysophospholipid transacylase
ENSG00000102144	5230	PGK1	phosphoglycerate kinase 1
ENSG00000102158	84061	MAGT1	magnesium transporter 1
ENSG00000102172	6611	SMS	spermine synthase
ENSG00000102174	5251	PHEX	phosphate regulating endopeptidase homolog X-linked
ENSG00000102178	8266	UBL4A	ubiquitin like 4A
ENSG00000102181	83692	CD99L2	CD99 molecule like 2
ENSG00000102189	8411	EEA1	early endosome antigen 1
ENSG00000102218	6102	RP2	RP2 activator of ARL3 GTPase
ENSG00000102221	9767	JADE3	jade family PHD finger 3
ENSG00000102225	5127	CDK16	cyclin dependent kinase 16
ENSG00000102226	8237	USP11	ubiquitin specific peptidase 11
ENSG00000102230	9468	PCYT1B	phosphate cytidylyltransferase 1B, choline
ENSG00000102241	27336	HTATSF1	HIV-1 Tat specific factor 1
ENSG00000102243	51442	VGLL1	vestigial like family member 1
ENSG00000102245	959	CD40LG	CD40 ligand
ENSG00000102265	7076	TIMP1	TIMP metallopeptidase inhibitor 1
ENSG00000102287	2564	GABRE	gamma-aminobutyric acid type A receptor subunit epsilon
ENSG00000102290	27328	PCDH11X	protocadherin 11 X-linked
ENSG00000102302	2245	FGD1	FYVE, RhoGEF and PH domain containing 1
ENSG00000102309	5303	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
ENSG00000102312	64840	PORCN	porcupine O-acyltransferase
ENSG00000102313	347365	ITIH6	inter-alpha-trypsin inhibitor heavy chain family member 6
ENSG00000102316	10916	MAGED2	MAGE family member D2
ENSG00000102317	5935	RBM3	RNA binding motif protein 3
ENSG00000102349	11279	KLF8	Kruppel like factor 8
ENSG00000102359	27286	SRPX2	sushi repeat containing protein X-linked 2
ENSG00000102362	94121	SYTL4	synaptotagmin like 4
ENSG00000102383	158866	ZDHHC15	zinc finger DHHC-type palmitoyltransferase 15
ENSG00000102384	2491	CENPI	centromere protein I
ENSG00000102390	51260	PBDC1	polysaccharide biosynthesis domain containing 1
ENSG00000102393	2717	GLA	galactosidase alpha
ENSG00000102401	51566	ARMCX3	armadillo repeat containing X-linked 3
ENSG00000102409	56271	BEX4	brain expressed X-linked 4
ENSG00000102445	80183	RUBCNL	rubicon like autophagy enhancer
ENSG00000102452	259232	NALCN	sodium leak channel, non-selective
ENSG00000102466	2259	FGF14	fibroblast growth factor 14
ENSG00000102471	54602	NDFIP2	Nedd4 family interacting protein 2
ENSG00000102524	10673	TNFSF13B	TNF superfamily member 13b
ENSG00000102531	22862	FNDC3A	fibronectin type III domain containing 3A
ENSG00000102543	81602	CDADC1	cytidine and dCMP deaminase domain containing 1
ENSG00000102547	81617	CAB39L	calcium binding protein 39 like
ENSG00000102554	688	KLF5	Kruppel like factor 5
ENSG00000102572	8428	STK24	serine/threonine kinase 24
ENSG00000102575	54	ACP5	acid phosphatase 5, tartrate resistant
ENSG00000102580	5611	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
ENSG00000102595	55757	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2
ENSG00000102606	8874	ARHGEF7	Rho guanine nucleotide exchange factor 7
ENSG00000102678	2254	FGF9	fibroblast growth factor 9
ENSG00000102699	143	PARP4	poly(ADP-ribose) polymerase family member 4
ENSG00000102710	55578	SUPT20H	SPT20 homolog, SAGA complex component
ENSG00000102738	10240	MRPS31	mitochondrial ribosomal protein S31
ENSG00000102743	10166	SLC25A15	solute carrier family 25 member 15
ENSG00000102753	3839	KPNA3	karyopherin subunit alpha 3
ENSG00000102755	2321	FLT1	fms related receptor tyrosine kinase 1
ENSG00000102760	28984	RGCC	regulator of cell cycle
ENSG00000102763	23078	VWA8	von Willebrand factor A domain containing 8
ENSG00000102780	160851	DGKH	diacylglycerol kinase eta
ENSG00000102781	84056	KATNAL1	katanin catalytic subunit A1 like 1
ENSG00000102786	26512	INTS6	integrator complex subunit 6
ENSG00000102794	730249	ACOD1	aconitate decarboxylase 1
ENSG00000102796	79758	DHRS12	dehydrogenase/reductase 12
ENSG00000102804	8848	TSC22D1	TSC22 domain family member 1
ENSG00000102805	1203	CLN5	CLN5 intracellular trafficking protein
ENSG00000102854	10232	MSLN	mesothelin
ENSG00000102858	23295	MGRN1	mahogunin ring finger 1
ENSG00000102870	23361	ZNF629	zinc finger protein 629
ENSG00000102871	8717	TRADD	TNFRSF1A associated via death domain
ENSG00000102878	3299	HSF4	heat shock transcription factor 4
ENSG00000102879	11151	CORO1A	coronin 1A
ENSG00000102882	5595	MAPK3	mitogen-activated protein kinase 3
ENSG00000102886	79153	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3
ENSG00000102890	79767	ELMO3	engulfment and cell motility 3
ENSG00000102893	5257	PHKB	phosphorylase kinase regulatory subunit beta
ENSG00000102897	57149	LYRM1	LYR motif containing 1
ENSG00000102898	10204	NUTF2	nuclear transport factor 2
ENSG00000102900	9688	NUP93	nucleoporin 93
ENSG00000102901	80152	CENPT	centromere protein T
ENSG00000102904	55815	TSNAXIP1	translin associated factor X interacting protein 1
ENSG00000102908	10725	NFAT5	nuclear factor of activated T cells 5
ENSG00000102910	83752	LONP2	lon peptidase 2, peroxisomal
ENSG00000102921	9683	N4BP1	NEDD4 binding protein 1
ENSG00000102931	23568	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
ENSG00000102934	51090	PLLP	plasmolipin
